playerId,noOfMontrealMarathons,numAllRaces,averageRuntimeInMarathons,category,didTheyAttend
2076,0,0,15674,42.0,1
2078,1,2,19338,21.0,0
2079,0,0,16115,52.0,1
2081,1,1,20948,21.0,0
2082,1,4,14584,52.0,0
2083,1,1,13532,32.0,0
2084,0,0,15919,27.0,1
2085,0,0,16115,52.0,1
2086,1,2,18708,27.0,0
2087,0,0,15810,32.0,1
2088,1,4,15278,47.0,0
2089,1,1,22909,32.0,0
2090,1,3,16675,37.0,0
2091,1,2,11999,37.0,0
2092,1,1,14391,32.0,0
2093,0,0,15838,47.0,1
2094,1,4,19975,47.0,0
2095,0,0,15838,47.0,1
2096,1,6,15759,52.0,0
2097,1,1,15159,42.0,0
2098,0,0,16152,57.0,1
2099,0,1,15810,32.0,1
2100,1,10,16006,37.0,0
2101,0,0,16166,21.0,1
2102,1,1,15076,62.0,0
2104,1,4,12729,52.0,0
2105,1,1,22861,57.0,0
2106,0,0,15674,42.0,1
2107,2,12,15346,47.0,0
2108,0,2,15674,42.0,1
2109,0,0,15674,42.0,1
2110,0,0,15645,37.0,1
2111,1,2,15725,21.0,0
2112,0,0,15838,47.0,1
2113,0,3,15674,42.0,1
2114,0,2,15838,47.0,1
2116,0,0,15674,42.0,1
2117,2,4,17674,21.0,0
2119,0,0,15645,37.0,1
2120,0,0,15919,27.0,1
2121,0,0,15919,27.0,1
2122,1,1,15025,37.0,0
2123,0,0,15674,42.0,1
2124,1,4,15081,32.0,0
2125,1,1,16142,47.0,0
2128,1,1,14660,47.0,0
2130,0,3,15645,37.0,1
2131,1,8,15130,27.0,0
2132,1,1,13558,37.0,0
2133,0,1,15645,37.0,1
2134,1,2,12239,27.0,0
2135,1,3,13838,42.0,0
2136,1,2,16464,27.0,0
2137,1,1,17007,32.0,0
2138,0,0,15674,42.0,1
2139,1,9,13716,42.0,1
2140,1,9,16020,47.0,0
2141,1,1,16357,57.0,0
2142,1,1,15273,52.0,0
2143,1,1,23555,57.0,0
2144,0,3,16115,52.0,1
2145,1,1,15905,42.0,1
2146,1,2,16011,42.0,0
2147,2,5,20456,32.0,0
2148,1,21,14984,42.0,0
2149,0,2,16115,52.0,1
2150,2,2,13136,21.0,0
2152,1,3,19361,27.0,0
2153,0,0,16115,52.0,1
2155,1,4,12499,42.0,0
2156,0,0,16115,52.0,1
2158,1,1,13882,27.0,0
2159,0,2,15838,47.0,1
2160,1,1,15492,27.0,1
2161,1,6,15273,21.0,0
2162,0,3,14201,52.0,1
2164,0,0,16152,57.0,1
2165,0,0,15645,37.0,1
2166,1,1,18685,27.0,0
2167,1,1,10167,21.0,0
2168,0,0,16166,21.0,1
2169,1,2,24327,21.0,0
2170,0,0,15838,47.0,1
2171,0,1,15838,47.0,1
2172,1,1,13617,57.0,0
2173,1,20,16223,42.0,0
2174,2,8,14617,42.0,0
2175,1,2,10991,21.0,0
2176,1,4,14154,32.0,0
2177,0,0,15810,32.0,1
2178,1,5,23051,37.0,0
2179,1,4,14174,37.0,0
2180,1,4,20804,47.0,1
2181,1,2,14089,27.0,0
2182,2,12,13720,42.0,0
2184,0,1,15919,27.0,1
2185,0,0,16166,21.0,1
2186,1,1,24162,57.0,0
2187,1,3,19912,21.0,0
2188,1,1,15022,21.0,0
2189,0,0,15674,42.0,1
2190,1,1,15036,32.0,0
2191,0,3,16166,21.0,1
2192,0,3,15674,42.0,1
2195,1,1,13219,47.0,1
2196,0,0,15919,27.0,1
2197,1,3,15261,42.0,0
2198,1,2,14897,32.0,0
2199,1,1,15612,32.0,0
2200,0,0,15810,32.0,1
2201,1,8,12607,42.0,0
2202,1,1,19796,27.0,0
2203,0,0,15810,32.0,1
2204,0,0,15645,37.0,1
2205,1,1,17762,57.0,0
2206,1,1,16467,32.0,0
2207,0,6,15810,32.0,1
2208,1,2,19435,21.0,0
2209,1,16,18325,52.0,0
2211,1,5,17677,42.0,0
2212,0,0,16166,21.0,1
2213,1,1,23626,57.0,0
2214,1,1,18025,32.0,0
2215,1,1,15810,32.0,0
2216,1,1,13277,32.0,0
2217,0,0,16771,62.0,1
2218,1,4,13422,27.0,0
2219,1,4,16115,52.0,0
2220,1,1,20112,27.0,0
2221,1,6,14465,52.0,0
2222,1,3,13952,32.0,0
2223,1,2,18234,32.0,0
2225,1,1,18200,21.0,0
2226,1,1,14589,47.0,0
2227,1,12,11685,27.0,0
2229,1,1,21913,42.0,0
2230,1,1,14298,32.0,0
2231,1,3,17820,42.0,0
2233,0,0,15810,32.0,1
2234,1,2,16864,42.0,0
2235,0,0,15810,32.0,1
2236,0,0,16115,52.0,1
2237,1,2,18629,21.0,0
2239,0,2,15919,27.0,1
2240,1,2,15078,27.0,0
2241,1,15,14906,37.0,0
2242,1,1,15810,32.0,0
2243,2,4,14616,52.0,0
2244,1,2,15022,27.0,0
2246,1,4,11971,21.0,0
2247,1,1,12839,21.0,0
2248,0,0,15919,27.0,1
2249,1,1,17859,37.0,0
2250,0,0,15674,42.0,1
2251,1,1,20251,27.0,0
2252,1,1,13769,52.0,0
2253,0,0,15674,42.0,1
2254,1,1,11531,32.0,0
2255,0,6,15674,42.0,1
2256,1,3,17093,32.0,0
2257,1,2,14258,32.0,0
2259,0,1,15810,32.0,1
2260,1,4,17254,57.0,0
2261,0,0,15810,32.0,1
2262,1,10,14128,47.0,0
2263,1,5,16468,47.0,0
2264,0,0,15810,32.0,1
2265,1,1,14583,47.0,0
2266,1,7,17041,21.0,0
2267,0,0,16152,57.0,1
2268,1,3,20711,42.0,0
2269,1,1,11680,52.0,1
2270,0,1,16166,21.0,1
2271,0,1,15810,32.0,1
2272,0,0,15645,37.0,1
2273,1,1,19067,47.0,0
2274,2,2,14657,57.0,0
2276,1,1,14713,42.0,0
2277,1,6,11336,32.0,0
2278,0,0,15838,47.0,1
2279,1,5,17435,37.0,0
2280,1,7,16019,32.0,0
2281,1,7,13823,47.0,0
2282,1,1,12730,37.0,1
2283,1,1,18071,21.0,0
2284,1,4,12382,27.0,0
2285,1,6,15613,21.0,0
2286,0,0,15645,37.0,1
2287,0,0,15810,32.0,1
2288,1,2,17356,37.0,0
2289,0,1,15645,37.0,1
2290,0,0,16166,21.0,1
2291,1,1,14512,32.0,0
2292,1,4,15221,42.0,0
2293,1,4,13595,27.0,0
2294,1,2,13373,32.0,0
2295,1,1,10511,27.0,0
2296,1,2,18234,27.0,0
2297,1,1,14128,37.0,0
2298,1,2,15503,32.0,0
2299,0,0,16152,57.0,1
2300,0,0,15838,47.0,1
2301,1,6,12511,27.0,0
2302,1,8,12397,21.0,0
2303,0,0,15810,32.0,1
2305,0,0,15919,27.0,1
2307,1,1,15124,42.0,0
2308,0,0,16771,62.0,1
2309,0,0,15674,42.0,1
2310,0,0,15674,42.0,1
2311,1,1,14273,27.0,0
2312,1,1,14123,27.0,0
2314,0,3,15674,42.0,1
2316,1,2,15765,42.0,0
2317,1,1,13246,42.0,0
2318,1,2,15529,42.0,0
2319,1,4,18637,32.0,0
2320,0,0,15674,42.0,1
2321,1,1,16481,21.0,0
2322,1,1,13494,42.0,0
2323,0,0,15674,42.0,1
2325,1,1,16568,27.0,0
2326,2,3,15968,21.0,0
2327,0,0,16771,62.0,1
2329,1,6,12949,37.0,0
2330,1,2,19303,27.0,0
2331,1,2,14816,52.0,0
2333,0,0,15645,37.0,1
2334,2,4,17065,42.0,0
2335,0,0,15810,32.0,1
2336,1,1,15072,57.0,0
2337,1,15,11438,37.0,0
2338,1,5,15066,27.0,0
2340,1,14,12120,32.0,0
2343,1,1,17094,42.0,1
2344,1,2,12873,32.0,0
2346,0,0,15674,42.0,1
2347,0,0,15645,37.0,1
2348,1,2,14786,32.0,0
2349,1,13,12375,42.0,0
2351,1,1,19988,52.0,0
2352,0,0,16152,57.0,1
2354,0,2,16771,62.0,1
2355,0,1,16115,52.0,1
2356,3,7,15937,37.0,0
2357,1,2,14109,32.0,0
2358,1,1,16687,27.0,0
2359,0,0,15838,47.0,1
2361,1,1,16402,37.0,0
2363,1,1,12606,27.0,0
2364,1,11,16100,62.0,0
2365,3,4,14378,42.0,0
2366,2,6,9452,47.0,0
2369,1,1,20481,42.0,0
2370,1,2,19069,47.0,0
2372,0,0,16166,21.0,1
2373,0,0,15674,42.0,1
2374,1,2,13940,57.0,0
2375,1,3,11988,37.0,0
2376,0,0,16115,52.0,1
2377,0,1,15810,32.0,1
2378,2,2,14454,37.0,0
2379,0,0,15645,37.0,1
2380,0,2,15645,37.0,1
2381,1,1,22166,42.0,0
2382,1,1,17117,47.0,0
2383,1,5,19543,57.0,0
2384,0,1,15674,42.0,1
2385,0,0,15645,37.0,1
2388,2,5,12545,47.0,0
2389,1,1,11592,21.0,0
2390,0,0,15810,32.0,1
2391,1,1,11460,42.0,0
2393,1,1,16568,37.0,0
2394,0,1,15838,47.0,1
2395,0,0,15838,47.0,1
2397,0,0,15674,42.0,1
2398,0,0,15838,47.0,1
2399,2,13,16234,52.0,0
2400,0,3,15838,47.0,1
2401,1,1,14879,57.0,0
2403,0,0,16166,21.0,1
2404,1,1,18515,27.0,0
2406,0,0,18424,74.5,1
2407,0,0,15645,37.0,1
2408,0,0,15810,32.0,1
2409,0,6,15846,57.0,1
2411,1,1,16729,37.0,0
2412,1,6,14439,27.0,0
2413,1,1,16884,32.0,0
2414,1,1,13460,27.0,0
2415,1,4,13869,42.0,0
2416,1,3,16368,21.0,0
2418,0,1,15810,32.0,1
2420,0,0,15674,42.0,1
2421,0,0,15674,42.0,1
2422,0,0,15645,37.0,1
2423,1,2,19093,37.0,0
2427,1,6,16912,37.0,0
2428,2,16,15746,37.0,0
2430,0,0,15810,32.0,1
2431,1,1,19537,47.0,0
2432,0,0,15810,32.0,1
2433,1,2,19350,27.0,0
2434,0,0,15645,37.0,1
2435,1,32,21319,47.0,0
2436,1,4,18064,37.0,0
2437,1,2,18286,21.0,0
2438,1,1,16413,52.0,1
2439,1,1,14287,32.0,0
2440,1,12,14122,37.0,0
2441,1,1,16923,47.0,0
2442,1,5,17518,42.0,0
2443,1,1,15810,32.0,0
2445,1,4,19593,32.0,0
2446,1,7,11362,47.0,0
2447,1,1,13468,32.0,0
2448,1,2,17831,52.0,0
2449,0,2,15931,47.0,1
2450,0,0,15810,32.0,1
2451,0,0,15919,27.0,1
2452,0,5,15674,42.0,1
2453,1,1,14468,37.0,0
2454,1,1,14533,37.0,0
2455,1,8,14926,37.0,0
2456,2,14,16152,32.0,0
2457,1,2,23333,52.0,0
2458,0,0,15838,47.0,1
2459,0,1,15919,27.0,1
2460,0,0,16115,52.0,1
2461,1,1,14505,37.0,0
2462,0,0,15645,37.0,1
2463,1,1,22069,21.0,0
2464,2,3,21279,21.0,0
2465,1,1,14041,21.0,0
2466,2,14,16362,52.0,0
2467,1,1,16691,27.0,0
2468,1,1,14139,32.0,0
2469,0,0,15810,32.0,1
2470,1,3,16978,37.0,0
2471,1,1,23782,32.0,0
2472,1,1,18769,62.0,0
2473,0,1,15919,27.0,1
2474,0,1,15674,42.0,1
2475,1,2,16955,32.0,0
2476,1,3,14378,21.0,0
2477,1,1,16216,21.0,0
2478,1,1,13693,57.0,0
2479,0,2,15645,37.0,1
2480,0,0,16152,57.0,1
2482,1,6,15321,37.0,1
2483,0,1,15810,32.0,1
2484,0,0,15645,37.0,1
2485,0,0,15674,42.0,1
2486,1,1,15961,27.0,0
2487,0,1,16771,62.0,1
2488,1,2,13396,21.0,0
2490,1,1,15357,47.0,0
2491,1,4,12548,21.0,0
2492,0,0,15645,37.0,1
2493,0,0,15645,37.0,1
2494,1,1,12757,21.0,0
2495,1,6,15314,32.0,0
2496,1,1,19353,37.0,0
2497,1,2,18822,37.0,0
2498,0,2,16115,52.0,1
2499,0,0,15645,37.0,1
2500,2,4,9860,52.0,1
2501,1,11,16172,47.0,0
2502,1,2,15634,47.0,0
2503,0,0,15919,27.0,1
2504,1,2,18315,42.0,0
2505,1,2,13962,42.0,0
2506,1,44,11516,37.0,0
2507,1,4,13144,57.0,0
2508,1,6,15310,57.0,1
2509,1,3,24930,32.0,0
2510,1,1,15645,37.0,0
2511,0,4,15645,37.0,1
2512,1,2,18156,27.0,0
2513,0,0,16166,21.0,1
2515,1,1,13065,37.0,0
2516,2,34,14726,42.0,0
2517,1,2,16054,27.0,0
2518,1,7,15841,42.0,0
2519,1,2,16851,37.0,0
2520,1,2,20786,27.0,0
2521,1,8,11318,32.0,0
2522,0,0,15810,32.0,1
2523,0,1,15810,32.0,1
2524,0,0,16771,62.0,1
2526,1,1,23553,21.0,0
2527,3,5,13567,42.0,1
2528,0,2,16166,21.0,1
2529,1,2,15929,37.0,0
2530,1,11,13073,47.0,0
2531,0,0,15810,32.0,1
2532,0,0,15810,32.0,1
2533,1,1,13884,32.0,0
2534,0,0,15674,42.0,1
2536,1,1,15773,47.0,0
2537,1,2,11688,42.0,0
2538,1,1,17169,47.0,0
2539,1,3,12562,47.0,0
2540,1,1,13454,27.0,0
2541,1,1,22661,47.0,0
2542,1,1,15590,37.0,0
2543,1,1,21090,62.0,0
2545,1,11,14466,21.0,0
2547,1,1,17400,42.0,0
2548,1,12,15094,27.0,0
2549,1,10,19643,37.0,0
2551,1,1,20712,32.0,0
2552,0,2,15838,47.0,1
2553,0,0,15810,32.0,1
2554,2,3,14878,27.0,0
2555,0,0,15810,32.0,1
2556,1,1,20092,62.0,0
2557,0,0,15919,27.0,1
2558,1,6,15161,42.0,0
2560,0,2,15645,37.0,1
2561,1,4,16522,42.0,0
2562,0,0,15674,42.0,1
2563,1,6,17507,42.0,0
2564,1,3,18970,27.0,0
2566,1,1,16500,32.0,0
2568,1,1,14924,37.0,0
2569,1,4,19913,21.0,0
2570,0,0,15919,27.0,1
2571,0,0,16166,21.0,1
2572,1,1,14446,57.0,0
2573,1,1,17160,32.0,0
2574,0,0,15838,47.0,1
2575,1,8,22210,32.0,0
2577,1,1,18983,27.0,0
2578,1,1,18494,37.0,0
2579,1,12,18222,32.0,0
2580,1,1,15366,42.0,0
2582,1,5,17800,27.0,0
2583,1,1,22381,32.0,0
2584,1,3,15079,32.0,0
2585,1,1,17671,21.0,0
2586,2,4,17292,47.0,0
2587,2,11,12446,37.0,0
2588,1,1,16457,32.0,0
2589,1,1,20055,27.0,0
2591,0,0,15810,32.0,1
2592,0,5,15674,42.0,1
2593,3,25,10737,42.0,0
2594,0,0,15645,37.0,1
2596,1,3,14217,47.0,0
2597,1,1,14337,32.0,0
2599,1,1,20561,32.0,0
2600,1,6,14502,27.0,0
2601,1,1,16764,27.0,0
2602,1,5,16397,57.0,0
2603,1,3,16462,32.0,0
2604,1,2,21449,52.0,0
2606,0,0,15810,32.0,1
2607,0,0,15838,47.0,1
2608,1,5,13813,42.0,0
2609,0,0,15919,27.0,1
2611,1,1,16247,37.0,0
2612,1,9,12355,32.0,0
2613,0,1,15645,37.0,1
2614,1,22,15248,47.0,0
2615,1,2,19719,37.0,0
2616,3,24,13470,42.0,1
2617,1,1,17027,32.0,0
2618,0,0,15838,47.0,1
2619,1,3,14386,21.0,0
2620,1,1,14027,32.0,0
2621,0,4,15645,37.0,1
2622,1,13,14990,27.0,0
2623,1,1,21081,52.0,0
2624,1,3,14937,32.0,0
2625,1,8,12107,47.0,0
2626,0,0,16166,21.0,1
2627,1,3,15666,37.0,0
2628,1,1,16166,21.0,0
2629,1,1,15551,32.0,0
2630,0,0,15645,37.0,1
2631,1,1,11637,42.0,0
2632,1,1,18065,37.0,0
2633,1,1,12969,32.0,0
2634,1,4,16562,21.0,0
2635,1,1,14198,42.0,0
2637,1,2,14736,47.0,0
2639,1,1,15674,42.0,0
2640,1,2,15195,27.0,0
2642,1,1,15164,57.0,0
2643,0,0,16152,57.0,1
2644,1,8,21325,27.0,0
2645,1,1,15439,21.0,0
2646,1,4,14263,47.0,0
2647,1,1,18731,47.0,0
2648,2,6,18807,42.0,0
2649,1,1,14851,42.0,0
2651,0,0,15810,32.0,1
2652,0,0,15645,37.0,1
2653,1,1,17495,32.0,0
2654,0,0,15919,27.0,1
2655,0,0,15645,37.0,1
2656,1,6,14638,52.0,0
2657,1,6,15838,47.0,0
2658,0,0,15919,27.0,1
2659,0,1,15674,42.0,1
2660,1,8,16714,47.0,0
2661,1,1,15202,27.0,0
2662,0,3,16166,21.0,1
2663,1,3,19931,57.0,0
2664,0,0,16115,52.0,1
2665,0,0,15838,47.0,1
2666,1,8,12167,37.0,0
2667,0,0,15919,27.0,1
2668,0,1,15838,47.0,1
2669,1,1,22444,21.0,0
2670,1,2,11143,21.0,0
2671,1,2,14389,42.0,0
2672,1,7,18771,42.0,0
2673,1,1,13086,32.0,0
2674,1,1,18230,27.0,0
2675,0,0,15645,37.0,1
2676,1,1,15674,42.0,0
2677,2,17,14882,42.0,0
2678,1,8,19319,47.0,0
2679,1,4,20492,37.0,1
2680,1,2,19087,21.0,0
2682,1,6,15767,52.0,0
2683,1,9,12901,47.0,0
2684,1,10,16082,47.0,1
2685,0,0,15645,37.0,1
2686,0,0,15674,42.0,1
2687,0,0,15810,32.0,1
2688,1,10,14294,37.0,0
2689,1,14,14099,52.0,0
2690,1,8,17019,47.0,0
2691,2,2,15946,47.0,0
2692,0,0,15838,47.0,1
2693,1,1,17364,62.0,0
2695,1,2,16833,27.0,0
2696,1,1,15050,42.0,0
2697,1,1,17551,21.0,0
2699,0,1,15674,42.0,1
2700,1,1,22706,37.0,0
2701,1,1,18404,57.0,1
2702,1,1,15811,32.0,0
2703,1,1,15131,37.0,0
2704,0,0,15919,27.0,1
2705,0,0,16115,52.0,1
2706,1,1,12358,21.0,0
2707,1,2,16466,52.0,0
2708,1,2,17329,21.0,1
2710,1,2,11914,27.0,0
2711,0,0,15645,37.0,1
2712,1,2,22422,37.0,0
2713,0,7,15810,32.0,1
2714,2,4,20421,27.0,0
2715,0,1,16166,21.0,1
2716,1,1,14807,27.0,0
2717,1,1,20524,37.0,0
2718,1,8,14591,27.0,0
2720,1,12,16822,52.0,0
2721,1,3,15810,32.0,0
2722,1,1,14672,21.0,0
2723,0,0,15919,27.0,1
2724,1,1,10870,32.0,0
2725,1,1,20369,47.0,0
2727,1,2,15236,32.0,0
2728,1,1,14125,27.0,0
2729,0,0,15919,27.0,1
2731,3,9,14380,42.0,0
2733,1,1,14251,52.0,0
2735,1,5,13028,21.0,0
2736,1,1,18622,21.0,0
2737,1,2,16294,32.0,0
2738,1,1,13255,42.0,0
2739,0,0,15810,32.0,1
2740,0,1,15645,37.0,1
2742,1,1,13140,37.0,0
2743,0,1,15919,27.0,1
2744,0,1,15645,37.0,1
2745,1,4,15225,37.0,0
2746,1,4,15246,42.0,0
2749,1,2,14378,37.0,0
2750,1,5,16856,32.0,0
2751,1,5,13008,21.0,0
2752,0,1,15810,32.0,1
2753,1,3,16853,32.0,0
2754,0,0,15838,47.0,1
2756,1,1,16801,47.0,0
2758,1,1,13387,52.0,0
2759,1,1,15222,37.0,0
2760,1,7,13096,42.0,0
2761,0,1,16115,52.0,1
2762,0,0,16166,21.0,1
2763,1,5,14711,37.0,0
2764,1,1,15753,27.0,0
2765,1,23,15248,47.0,0
2766,2,3,12367,67.0,0
2767,0,3,15810,32.0,1
2768,3,3,14482,37.0,0
2769,0,0,15838,47.0,1
2770,0,1,16152,57.0,1
2771,1,1,15645,37.0,0
2772,1,5,14240,42.0,0
2773,1,10,13165,42.0,0
2775,0,0,15838,47.0,1
2777,1,5,16783,32.0,0
2778,1,8,17274,42.0,0
2779,1,6,20526,42.0,0
2780,1,1,21463,52.0,1
2781,0,0,15645,37.0,1
2782,1,1,15518,21.0,0
2784,1,1,13472,27.0,0
2785,0,0,15838,47.0,1
2786,1,11,17309,42.0,0
2787,0,0,16166,21.0,1
2788,0,0,16166,21.0,1
2789,0,0,15919,27.0,1
2790,0,0,16115,52.0,1
2791,1,5,16318,32.0,0
2792,1,6,18405,47.0,0
2794,1,17,9976,27.0,0
2795,1,1,13370,32.0,0
2796,1,1,19508,16.0,0
2797,0,0,15810,32.0,1
2798,1,1,11691,32.0,0
2799,0,0,15919,27.0,1
2800,1,1,21557,32.0,0
2801,0,0,15838,47.0,1
2802,1,18,15274,37.0,0
2803,1,7,17258,21.0,0
2804,1,8,15216,52.0,0
2805,1,1,13390,21.0,0
2806,0,6,15838,47.0,1
2807,1,1,16146,32.0,0
2808,0,3,15919,27.0,1
2809,2,6,11890,27.0,0
2810,0,2,17196,67.0,1
2811,1,5,14219,47.0,0
2812,1,5,17169,21.0,0
2813,1,1,12220,42.0,0
2814,1,1,15797,52.0,0
2815,1,2,13190,32.0,0
2816,1,5,13511,37.0,1
2817,1,1,12545,32.0,0
2818,1,1,13652,37.0,0
2819,1,11,13827,57.0,0
2820,1,2,16623,52.0,0
2821,0,0,17196,67.0,1
2822,1,7,11907,37.0,0
2823,0,0,15645,37.0,1
2824,0,0,15674,42.0,1
2825,2,2,15321,32.0,0
2826,1,1,12103,42.0,0
2827,1,4,14753,42.0,0
2828,1,5,13184,27.0,0
2829,0,1,16152,57.0,1
2830,0,0,16152,57.0,1
2831,0,13,16115,52.0,1
2832,1,10,13189,37.0,0
2833,0,0,15674,42.0,1
2834,1,5,23843,42.0,0
2836,0,1,15674,42.0,1
2837,0,0,15838,47.0,1
2838,1,1,17111,32.0,0
2839,1,2,15776,21.0,0
2840,1,5,16879,37.0,0
2841,1,4,16368,21.0,0
2842,1,1,13035,37.0,0
2843,0,0,15645,37.0,1
2845,1,3,12141,37.0,0
2846,1,8,15914,42.0,0
2847,2,2,15248,42.0,0
2848,0,0,15674,42.0,1
2849,0,0,16115,52.0,1
2851,0,0,15645,37.0,1
2853,1,2,14131,47.0,0
2854,1,1,15805,42.0,0
2855,0,0,15645,37.0,1
2856,0,0,15810,32.0,1
2857,1,2,15965,21.0,0
2858,1,6,16347,27.0,0
2859,1,5,16325,42.0,0
2860,1,5,14686,21.0,0
2861,0,0,16771,62.0,1
2862,1,1,13626,21.0,0
2863,1,14,12715,42.0,0
2866,1,12,12356,42.0,0
2867,1,1,18069,27.0,0
2868,1,9,12918,37.0,0
2869,1,2,14602,52.0,0
2870,1,1,14370,42.0,0
2871,1,1,15810,32.0,0
2872,3,82,18587,62.0,1
2873,1,1,18396,37.0,0
2874,1,1,14383,57.0,0
2875,1,4,14931,47.0,0
2876,1,1,14309,21.0,0
2877,1,1,13021,47.0,0
2878,1,5,14131,57.0,0
2879,0,0,16152,57.0,1
2880,0,0,15810,32.0,1
2881,1,2,22521,37.0,1
2882,1,9,14820,37.0,0
2883,1,25,10798,47.0,0
2884,0,0,15919,27.0,1
2885,2,5,14689,37.0,1
2886,2,6,12610,47.0,0
2887,0,0,16115,52.0,1
2890,1,1,14094,57.0,0
2891,0,0,15919,27.0,1
2892,1,3,15247,52.0,0
2893,0,0,16166,21.0,1
2894,1,1,10674,21.0,0
2895,1,27,11797,32.0,0
2896,1,1,14059,47.0,0
2897,1,2,10194,27.0,0
2898,1,2,14203,52.0,0
2899,1,5,16833,32.0,0
2900,1,14,14512,42.0,0
2902,0,7,16771,62.0,1
2903,2,17,6871,21.0,0
2904,0,0,15645,37.0,1
2905,0,0,15810,32.0,1
2906,2,8,15071,32.0,0
2907,1,1,17883,21.0,0
2908,0,1,15838,47.0,1
2909,1,1,16052,27.0,0
2910,1,14,13769,47.0,0
2911,1,2,14815,52.0,0
2912,2,3,14370,57.0,0
2913,1,7,13686,47.0,0
2914,1,8,23957,42.0,0
2915,1,1,15645,37.0,0
2916,0,2,15645,37.0,1
2917,1,1,15570,47.0,0
2919,0,0,15810,32.0,1
2920,1,6,19656,52.0,0
2921,1,1,15232,32.0,0
2923,0,0,16166,21.0,1
2924,3,8,13695,52.0,0
2925,1,1,16743,27.0,0
2926,1,1,16168,21.0,1
2927,1,2,15069,32.0,0
2928,0,1,16166,21.0,1
2929,2,2,14082,42.0,0
2930,0,5,15645,37.0,1
2931,0,0,15919,27.0,1
2932,1,1,20170,27.0,0
2933,0,0,15919,27.0,1
2934,0,0,15919,27.0,1
2935,1,1,19601,32.0,0
2936,1,16,11498,42.0,0
2938,0,0,15645,37.0,1
2940,1,1,17372,32.0,0
2941,1,1,16442,42.0,0
2942,1,10,16541,57.0,0
2943,0,13,16152,57.0,1
2944,1,1,19509,21.0,0
2945,0,0,15838,47.0,1
2947,1,1,16588,37.0,0
2948,0,0,16166,21.0,1
2949,1,7,15086,37.0,0
2950,2,4,14625,21.0,0
2951,2,5,12317,47.0,1
2952,0,0,16115,52.0,1
2953,1,1,12344,42.0,0
2954,1,3,14292,37.0,0
2955,1,3,10980,42.0,0
2956,1,10,14068,32.0,0
2957,1,1,12549,27.0,0
2959,0,2,15810,32.0,1
2961,0,0,15645,37.0,1
2962,1,1,14105,32.0,0
2963,0,0,16115,52.0,1
2964,0,0,15838,47.0,1
2965,2,3,16062,52.0,0
2966,1,17,13009,42.0,0
2967,0,1,15919,27.0,1
2968,0,0,15645,37.0,1
2969,0,0,15674,42.0,1
2970,1,2,20612,42.0,0
2971,1,3,16704,47.0,0
2972,0,0,16115,52.0,1
2973,2,3,12028,32.0,0
2974,0,0,15645,37.0,1
2975,1,2,15321,21.0,0
2977,0,0,15645,37.0,1
2978,0,1,15645,37.0,1
2979,1,1,14872,27.0,0
2981,1,2,17942,42.0,0
2982,0,0,17196,67.0,1
2983,1,1,20104,37.0,0
2984,1,3,12796,32.0,0
2985,1,10,20199,27.0,0
2986,1,3,11940,27.0,0
2987,0,0,15810,32.0,1
2988,1,3,15810,32.0,0
2989,0,2,15674,42.0,1
2990,1,18,17401,37.0,0
2991,0,0,15919,27.0,1
2992,1,3,14391,47.0,0
2994,2,3,16642,47.0,0
2995,1,1,20911,47.0,0
2996,0,0,16166,21.0,1
2998,1,13,12643,32.0,0
2999,1,16,12948,37.0,0
3000,1,6,15246,32.0,0
3002,1,4,13413,37.0,0
3003,0,0,16152,57.0,1
3005,0,3,15674,42.0,1
3006,1,1,15883,52.0,0
3007,0,0,15810,32.0,1
3008,1,1,13461,37.0,0
3009,1,2,12712,32.0,0
3010,1,2,15045,37.0,0
3011,0,2,15645,37.0,1
3012,0,0,15919,27.0,1
3013,1,1,13962,27.0,0
3014,1,8,14815,42.0,0
3015,1,7,15836,47.0,0
3016,1,1,15018,37.0,0
3017,0,0,15810,32.0,1
3018,0,0,15838,47.0,1
3019,1,5,20092,32.0,0
3021,1,2,12380,32.0,0
3022,1,3,14720,27.0,0
3023,0,0,16166,21.0,1
3024,1,1,22106,42.0,0
3025,1,1,12665,37.0,0
3026,0,0,15810,32.0,1
3027,0,0,16115,52.0,1
3028,1,1,15362,37.0,0
3029,1,3,18331,27.0,0
3030,1,2,11852,37.0,1
3032,1,1,17049,37.0,0
3033,0,0,15810,32.0,1
3034,0,0,16115,52.0,1
3035,0,1,15645,37.0,1
3038,1,2,13715,37.0,0
3039,1,1,19947,27.0,0
3040,0,0,15674,42.0,1
3041,1,18,15922,27.0,0
3042,1,7,11352,47.0,0
3044,1,2,20218,32.0,0
3046,1,5,16688,52.0,0
3048,1,1,16105,67.0,0
3049,0,0,15674,42.0,1
3050,1,18,11848,27.0,0
3051,0,0,16166,21.0,1
3052,1,1,13509,27.0,0
3053,0,0,15919,27.0,1
3054,0,0,15674,42.0,1
3055,0,0,15645,37.0,1
3056,1,4,13821,37.0,0
3057,1,25,19519,27.0,0
3058,1,1,15339,32.0,0
3059,0,0,16115,52.0,1
3061,1,2,16133,37.0,0
3062,0,0,15674,42.0,1
3063,1,3,14372,42.0,0
3064,0,0,15645,37.0,1
3065,1,1,15750,37.0,0
3066,1,1,17889,52.0,0
3067,1,4,14355,32.0,0
3068,1,1,21003,57.0,0
3070,1,1,21010,57.0,0
3071,0,2,15810,32.0,1
3072,1,5,12492,57.0,0
3075,0,0,16166,21.0,1
