runnerId,avgWithoutCurrentYear,category,noOfRacesInCurrentYear
2690,0,47.0,3






2691,16253,47.0,1
2691,15640,47.0,1




2695,0,27.0,2




2699,0,42.0,1


2701,18404,57.0,1
2701,20959,57.0,1





2707,0,52.0,2

2708,17329,21.0,1
2708,12779,21.0,1



2710,0,27.0,1

2712,0,37.0,1


2713,0,32.0,1

2713,12837,32.0,1





2714,17474,27.0,2

2714,23368,27.0,1
2715,0,21.0,1





2718,0,27.0,2
2718,0,27.0,2

2718,14591,27.0,3











2720,0,52.0,6

2720,0,52.0,6

2721,0,32.0,1





























2727,0,32.0,1




2731,14380,42.0,3



2731,14251,42.0,2
2731,14229,42.0,2
2731,14229,42.0,2
2731,14661,42.0,1







2735,0,21.0,1


2737,0,32.0,1



2740,0,37.0,1


2743,0,27.0,1

2744,0,37.0,2


2745,15225,37.0,2

2745,0,37.0,1


2746,0,42.0,3





2749,0,37.0,2


2750,0,32.0,2



2751,0,21.0,5




2752,0,32.0,1

2753,16853,32.0,2

2753,0,32.0,1

















2760,13096,42.0,1



2760,0,42.0,3


2761,0,52.0,2


2763,13262,37.0,1



2763,14711,37.0,4



2765,15248,47.0,1
2765,15604,47.0,8













2765,15248,47.0,6





2766,12381,67.0,2

2766,12353,67.0,1

2767,0,32.0,3


2768,13727,37.0,1
2768,14926,37.0,1
2768,14793,37.0,1


2770,0,57.0,1

2772,15948,42.0,2


2772,14240,42.0,2






2773,13165,42.0,3


2773,13262,42.0,2
2773,13262,42.0,2







2777,0,32.0,1
2778,17274,42.0,2

2778,16709,42.0,5
2778,16709,42.0,5
2778,16709,42.0,5
2778,16709,42.0,5

2778,17274,42.0,1

2779,20526,42.0,2
2779,0,42.0,1



2780,21463,52.0,1
2780,21691,52.0,1










2786,0,42.0,5









2791,0,32.0,1






2792,18405,47.0,2

2792,0,47.0,2
2792,0,47.0,2














2794,0,27.0,4






















2802,15274,37.0,2

2802,15286,37.0,4



2803,15894,21.0,3





2803,17258,21.0,4





2804,0,52.0,2




2806,0,47.0,3









2808,0,27.0,1

2809,12099,27.0,2
2809,12099,27.0,2

2809,11681,27.0,3

2810,0,67.0,1



2811,0,47.0,3





2812,0,21.0,2




2815,0,32.0,2

2816,13511,37.0,1
2816,12790,37.0,2









2819,13300,57.0,2

2819,13827,57.0,4





2820,16623,52.0,1
2820,0,52.0,1





2822,0,37.0,2




2825,14289,32.0,1
2825,16354,32.0,1



2827,0,42.0,1

2828,13032,27.0,5

2828,13032,27.0,5



2829,0,57.0,1


2831,0,52.0,1





2831,13398,52.0,6









2832,13189,37.0,2

2832,13594,37.0,5
2832,13594,37.0,5





2834,0,42.0,3
2834,0,42.0,3
2834,23843,42.0,1


2836,0,42.0,1



2839,0,21.0,1

2840,16879,37.0,1


2840,18028,37.0,2




2841,0,21.0,1




2845,0,37.0,1

2845,12141,37.0,2



2846,0,42.0,3




2847,15248,42.0,1
2847,15249,42.0,1





2853,0,47.0,2





2857,0,21.0,1


2858,0,27.0,1





2859,0,42.0,3


2860,0,21.0,5













2863,11973,42.0,4
2863,11973,42.0,4



2863,12715,42.0,4





2866,0,42.0,8















2868,0,37.0,4



2869,0,52.0,1











2872,18587,62.0,2




2872,18437,62.0,19





















2872,18999,62.0,29












2872,18999,62.0,29












2872,18684,62.0,26


2872,18684,62.0,26




















2875,14403,47.0,2
2875,14403,47.0,2

2875,14931,47.0,2



2878,0,57.0,2





2881,22521,37.0,1
2881,23314,37.0,1







2882,14820,37.0,2
2882,0,37.0,2




2883,10780,47.0,3
2883,10780,47.0,3

2883,10791,47.0,5
2883,10791,47.0,5
2883,10791,47.0,5
2883,10791,47.0,5

2883,10780,47.0,7




2883,10780,47.0,7

2883,10780,47.0,7




2883,10780,47.0,7


2885,14689,37.0,1

2885,17123,37.0,4

2885,17123,37.0,4
2885,16749,37.0,1


2886,13019,47.0,3


2886,12201,47.0,1
















2892,0,52.0,1


























2895,11877,32.0,4

2895,11877,32.0,4


2897,0,27.0,2

2898,14083,52.0,2
2898,14083,52.0,2



2899,0,32.0,2







2900,14512,42.0,3
2900,14512,42.0,3


2900,14785,42.0,4

2900,14785,42.0,4







2902,0,62.0,3








2903,13743,21.0,5




2903,-1,21.0,2







2906,14306,32.0,2


2906,15837,32.0,6



2906,15837,32.0,6

2908,0,47.0,1








2910,0,47.0,5


2910,0,47.0,5




2911,0,52.0,2


2912,13831,57.0,1
2912,14910,57.0,1





2913,14094,47.0,2
2913,14094,47.0,2
2914,0,42.0,1








2916,0,37.0,3






2920,19656,52.0,3
2920,19656,52.0,3

2920,0,52.0,2




2924,13656,52.0,1
2924,13439,52.0,2

2924,13731,52.0,1

2924,13744,52.0,4
2924,13744,52.0,4


2926,16168,21.0,1
2926,18586,21.0,1

2927,0,32.0,1
2928,0,21.0,2

2929,13962,42.0,1
2929,14202,42.0,1

2930,0,37.0,6














2936,11498,42.0,4


2936,0,42.0,4














2942,16541,57.0,2

2942,16728,57.0,2

2942,16541,57.0,4
2942,16541,57.0,4


2943,0,57.0,1























2949,0,37.0,2

2950,13774,21.0,2

2950,15477,21.0,1

2951,12317,47.0,1
2951,12519,47.0,1
2951,13051,47.0,4
2951,13051,47.0,4

2951,13051,47.0,4


2954,0,37.0,2


2955,10980,42.0,2

2955,0,42.0,1


2956,0,32.0,3
2956,0,32.0,3








2959,0,32.0,3
















2965,16351,52.0,2

2965,15773,52.0,1









2966,13009,42.0,5
2966,0,42.0,5






2967,0,27.0,2




2970,0,42.0,1
2971,0,47.0,1



2973,11948,32.0,2

2973,12109,32.0,1

2975,0,21.0,2




2978,0,37.0,2



2981,0,42.0,2




2984,0,32.0,1
2984,12796,32.0,1





2985,0,27.0,5





2986,0,27.0,2


2988,0,32.0,2



2989,0,42.0,1
2989,16107,42.0,1







2990,0,37.0,5












2992,0,47.0,2



2994,16759,47.0,1
2994,16526,47.0,1










2998,0,32.0,4






2999,12948,37.0,2





2999,12913,37.0,5
2999,12913,37.0,5





2999,12948,37.0,4



3000,0,32.0,3







3002,0,37.0,1


3005,0,42.0,1






3009,12712,32.0,1
3009,0,32.0,1
3010,0,37.0,1


3011,0,37.0,2




3014,13344,42.0,4
3014,13344,42.0,4


3014,14815,42.0,3

3014,14815,42.0,3


3015,15836,47.0,2

3015,0,47.0,3
3015,0,47.0,3
3015,15836,47.0,1




3019,0,32.0,2









3021,0,32.0,1

3022,0,27.0,2








3029,0,27.0,1
3029,18331,27.0,1
3030,11852,37.0,1

3030,12309,37.0,1




3035,0,37.0,1








3038,0,37.0,1





3041,15658,27.0,3
3041,15658,27.0,3
3041,15658,27.0,3
3041,15658,27.0,3
3041,15658,27.0,3

3041,15658,27.0,5

3041,15658,27.0,5

3041,15658,27.0,5
3041,15603,27.0,4
3041,15603,27.0,4
3041,15603,27.0,4
3041,15603,27.0,4


3042,0,47.0,5





3044,0,32.0,1





3046,0,52.0,2

















3050,11848,27.0,6


3050,0,27.0,8















3056,0,37.0,1











3057,0,27.0,9

















3061,0,37.0,1


3063,0,42.0,2




3067,14355,32.0,1
3067,0,32.0,2






3071,0,32.0,3

3072,0,57.0,2














3077,14711,37.0,3

3077,14711,37.0,3

3077,14444,37.0,4



3079,0,37.0,2




3080,0,47.0,1


3082,0,47.0,1


3083,0,52.0,1




3085,14351,47.0,2

3085,14854,47.0,1
3085,15006,47.0,1
3086,17251,52.0,1
3086,17676,52.0,2







3089,12219,42.0,2
3089,0,42.0,1


3091,0,47.0,1


3093,0,21.0,2

3094,20351,62.0,2

3094,18349,62.0,2




3096,14646,52.0,1
3096,14646,52.0,1
3096,14646,52.0,2
3096,14646,52.0,2
3096,14680,52.0,3
3096,14680,52.0,3
3096,14680,52.0,3

3097,0,27.0,1



3100,0,52.0,1


3102,0,32.0,1





3106,13465,52.0,4



3106,15949,52.0,4





3107,13316,37.0,2



3107,13279,37.0,5


3107,13279,37.0,5

3107,13055,37.0,3








3112,12335,37.0,3



3112,12499,37.0,5








3116,0,27.0,2






3121,0,52.0,2

3121,13403,52.0,1



3124,0,52.0,2




3125,14874,42.0,1

3125,16246,42.0,2

3126,0,27.0,1

3127,14304,37.0,3
3127,14304,37.0,3


3128,12735,37.0,3



3128,12305,37.0,3

3128,12357,37.0,2
3128,12357,37.0,2
3128,12539,37.0,1




3131,14679,37.0,5

3131,14679,37.0,5


3131,14679,37.0,5







3131,14071,37.0,3




3133,0,42.0,1











3135,10885,47.0,2

3135,7256,47.0,5




3135,7256,47.0,3


3136,0,62.0,1


3138,15814,21.0,3
3138,15814,21.0,3
3138,15814,21.0,3

3139,15366,47.0,2

3139,17315,47.0,2





3141,0,52.0,3








3145,0,42.0,2
3146,17753,52.0,2

3146,17633,52.0,3






3146,17753,52.0,2

3147,0,21.0,5




3148,15767,47.0,1
3148,16177,47.0,1
3148,17086,47.0,1






3151,17624,42.0,2

3151,0,42.0,2




3153,14118,47.0,2

3153,0,47.0,3

3154,0,47.0,1



3156,0,47.0,4








3158,12686,32.0,1

3158,12328,32.0,2



3160,0,21.0,1



3161,16313,21.0,1
3161,16313,21.0,1
3161,0,21.0,1

3163,16095,52.0,1
3163,17467,52.0,2




3165,18948,27.0,3


3165,0,27.0,2






3167,0,37.0,2



3168,0,27.0,3








3174,0,37.0,1
3175,0,32.0,1


3176,0,21.0,1
3177,13687,37.0,1
3177,-1,37.0,1


3178,15022,27.0,3


3178,0,27.0,2



3180,14923,42.0,1
3180,13118,42.0,1


3182,12563,42.0,6





3182,12527,42.0,4










3187,0,57.0,1


3189,0,32.0,2





3194,0,37.0,2




3198,0,27.0,1

3199,0,37.0,4




3201,15998,47.0,1
3201,16513,47.0,1
3201,16869,47.0,1
3201,16323,47.0,1
3202,0,27.0,3














3204,12385,62.0,1
3204,12400,62.0,1

3205,0,57.0,1


3207,16460,32.0,4



3207,17897,32.0,1
3207,19058,32.0,1
3208,13416,42.0,1
3208,14597,42.0,1




3212,11749,27.0,1
3212,12192,27.0,1
3212,11933,27.0,2

3213,0,21.0,2




3214,0,47.0,1

3215,0,52.0,2




3216,19186,42.0,1
3216,21748,42.0,1

3218,0,42.0,2



3220,0,21.0,1


3222,14572,27.0,3
3222,14572,27.0,3




3224,0,37.0,2



3225,0,37.0,1



3226,20118,37.0,2
3226,0,37.0,3

3226,0,37.0,3










3227,0,47.0,2



3228,0,47.0,4

3228,0,47.0,4












3234,0,27.0,1










3242,0,21.0,2



3245,12398,32.0,1
3245,13601,32.0,1
3245,13407,32.0,1

3246,0,52.0,5


3246,0,52.0,5







3247,0,47.0,2

















3254,0,27.0,2


3255,0,52.0,1
3256,0,27.0,1











3263,14049,42.0,1
3263,15914,42.0,1

3264,0,32.0,2





3266,17095,57.0,3
3266,17095,57.0,3

3266,14776,57.0,1















3279,0,47.0,3




3282,0,32.0,4






3283,0,42.0,1




3287,0,37.0,2


3288,14342,42.0,2

3288,15896,42.0,2



3289,0,42.0,2












3292,12530,47.0,3
3292,12530,47.0,3

3292,12849,47.0,6





3292,12705,47.0,1

3293,12738,37.0,2

3293,13050,37.0,1


3294,0,42.0,1


3297,13772,47.0,1
3297,14928,47.0,1
3298,0,47.0,2









3302,0,52.0,1

3303,11659,42.0,2


3303,0,42.0,2






3305,0,32.0,2




3308,0,21.0,1


3309,13712,37.0,2

3309,13258,37.0,1



3312,0,27.0,2







3315,0,32.0,1













3320,0,27.0,14




































3321,0,42.0,1



3322,0,52.0,1



















3325,13845,37.0,3

3325,13360,37.0,1
3326,0,37.0,4




3327,0,37.0,2



3329,14876,27.0,1
3329,15535,27.0,2












3331,11406,42.0,16














3331,11172,42.0,16











3331,11172,42.0,16








3335,0,42.0,1
3336,0,67.0,2
3336,0,67.0,2

3338,16103,42.0,1
3338,15120,42.0,1
3338,16074,42.0,1



3341,0,52.0,1










3343,0,37.0,4




3344,12974,42.0,3


3344,12892,42.0,3



3344,12974,42.0,2

3346,0,37.0,2



3347,0,42.0,4







3349,0,42.0,1
3350,0,37.0,2








3353,15498,42.0,3


3353,0,42.0,1
















3354,0,32.0,7






3355,0,42.0,1



3356,0,37.0,2


3358,0,37.0,1




3360,12397,37.0,1

3360,0,37.0,3
3360,0,37.0,3
3361,0,42.0,2



3362,-1,47.0,2

3362,0,47.0,5






3362,-1,47.0,5














3364,0,42.0,2







3371,0,37.0,2

3372,13068,52.0,1
3372,14117,52.0,1
3373,17493,47.0,1
3373,17398,47.0,2

3373,18044,47.0,4


3373,18044,47.0,4
3373,18606,47.0,5
3373,18606,47.0,5






3374,0,47.0,2

3374,15219,47.0,1

3375,0,47.0,2


3377,0,21.0,2

3378,0,42.0,1

3379,0,21.0,2




3383,0,32.0,2

3384,0,27.0,2

3385,0,32.0,2



3387,15941,52.0,1
3387,16960,52.0,1














3394,14303,42.0,4
3394,0,42.0,1




3394,14303,42.0,5







3396,11768,47.0,2
3396,11768,47.0,2
3396,12378,47.0,1

3398,0,47.0,1













3401,19033,57.0,1
3401,18280,57.0,1



3404,0,32.0,2



3406,0,47.0,3



3408,0,27.0,1

3409,16815,52.0,1
3409,16822,52.0,2
3409,16822,52.0,2
3409,16649,52.0,2
3409,16649,52.0,2



3412,0,32.0,2

3412,-1,32.0,2


3413,18225,57.0,1
3413,0,57.0,2






3419,14931,32.0,1
3419,15004,32.0,1



















3428,0,47.0,1
3429,0,37.0,2



3430,0,32.0,2


3431,0,32.0,2




3432,0,47.0,2



3434,0,47.0,3




3437,20354,37.0,1

3437,18770,37.0,4

3437,18770,37.0,4







3440,15691,27.0,5



3440,15691,27.0,5
3440,16215,27.0,2



3441,12622,37.0,2

3441,0,37.0,4


3442,17566,21.0,1
3442,18036,21.0,1



3445,0,47.0,3




3447,15836,27.0,3

3447,13614,27.0,1
3448,0,37.0,1



3450,21240,37.0,1
3450,19552,37.0,1






3457,0,27.0,1





3461,13119,37.0,5




3461,13386,37.0,5


3461,13386,37.0,5

3461,13260,37.0,2

3462,0,47.0,2






3467,17402,27.0,2

3467,17946,27.0,3





3469,0,42.0,2


3470,0,47.0,3

3471,0,47.0,2


3473,11813,27.0,3






3473,12567,27.0,6



3476,11672,47.0,3



3476,7781,47.0,2
3476,7781,47.0,1

3477,0,27.0,2








3479,0,42.0,3





3482,13850,32.0,2

3482,15148,32.0,1
3482,15153,32.0,1
3483,15048,47.0,2

3483,17522,47.0,2


3484,0,42.0,1




3486,0,21.0,2


3487,12831,32.0,2





3487,13390,32.0,4



3488,0,62.0,2


3488,18954,62.0,1


3490,15374,42.0,1
3490,0,42.0,1

3492,0,62.0,1

3493,0,32.0,1

3494,0,21.0,2



3495,14096,47.0,2
3495,0,47.0,2




3496,10293,27.0,3







3501,0,32.0,1


3502,0,57.0,6












3503,19993,47.0,1
3503,21627,47.0,1














3505,0,47.0,1

3506,21737,42.0,1
3506,23602,42.0,1




3509,16777,42.0,3

3509,16771,42.0,5

3509,16771,42.0,5









3510,14065,42.0,1
3510,13953,42.0,1







3515,0,27.0,1










3516,0,32.0,1











3517,15527,37.0,3







3522,11769,47.0,1
3522,11606,47.0,1
3523,0,42.0,1






3528,0,27.0,1







3531,12867,52.0,3
3531,0,52.0,1





3535,0,27.0,1


3537,0,32.0,2




3540,12491,37.0,1
3540,12521,37.0,7
3540,12521,37.0,7
3540,12521,37.0,7

3540,12521,37.0,7
3540,12521,37.0,7

3540,12491,37.0,4
3540,12491,37.0,4
3540,12491,37.0,4

3540,12491,37.0,3
3540,12491,37.0,3




3542,0,42.0,1




3545,0,52.0,1






3552,18875,32.0,1
3552,-1,32.0,2



3554,0,42.0,1



3555,0,32.0,2


3555,-1,32.0,3















3560,0,32.0,2



3561,0,47.0,2


3562,0,21.0,1

3563,20025,42.0,1
3563,19224,42.0,1
3563,19701,42.0,1








3567,0,27.0,1


3570,0,37.0,2

3571,0,37.0,2






3572,24380,67.0,2


3572,18111,67.0,8








3573,0,47.0,4



3574,12993,32.0,1
3574,13727,32.0,1


3575,13745,37.0,5





3575,13308,37.0,1








3576,0,57.0,6







3578,18271,47.0,1
3578,21347,47.0,1
3579,18948,27.0,2

3579,0,27.0,2









3582,0,37.0,2

3584,18123,57.0,1
3584,20327,57.0,1
3585,0,32.0,1



3586,17670,37.0,1
3586,16334,37.0,1



3588,0,27.0,1







3590,15906,42.0,3
3590,0,42.0,3






3593,0,52.0,1
3594,17886,57.0,2


3594,22550,57.0,2




3595,0,32.0,4


3596,17283,42.0,1
3596,8641,42.0,1

3597,12144,37.0,1
3597,12135,37.0,2

3597,12305,37.0,2

3597,11992,37.0,1











3601,0,52.0,1




3603,0,27.0,2






3605,15158,27.0,2

3605,14750,27.0,1



3608,14158,47.0,1
3608,14158,47.0,3

3608,14158,47.0,3
3608,14196,47.0,2
3608,14196,47.0,2
3609,7985,37.0,2

3609,15971,37.0,1


3609,7985,37.0,2

3611,0,37.0,2







3613,0,42.0,2
3613,0,42.0,2



3616,0,57.0,1


3617,0,37.0,2



3619,0,47.0,3

3619,0,47.0,3



3622,0,32.0,2





3627,0,21.0,2

3628,15721,47.0,1
3628,18641,47.0,1








3635,14724,47.0,3


3635,0,47.0,1

3636,0,52.0,1






3637,0,67.0,2


3639,15684,42.0,1

3639,15269,42.0,3


3639,16287,42.0,6


3639,16287,42.0,6



3639,15966,42.0,3


3642,14819,52.0,2

3642,15314,52.0,3




3643,0,37.0,1

3645,0,21.0,2







3649,0,32.0,6





3650,0,32.0,4



3651,0,42.0,4











3654,0,42.0,1



3656,12490,37.0,1




3656,11478,37.0,7











3658,0,37.0,1



3660,0,27.0,1






3666,19752,52.0,1

3666,0,52.0,2








3672,18771,52.0,1
3672,0,52.0,1
3673,0,21.0,1



3675,15946,27.0,1
3675,14016,27.0,1


3676,0,27.0,2




3678,11978,42.0,1
3678,11630,42.0,1
3679,0,42.0,1

3680,0,57.0,2









3686,16160,27.0,1
3686,16784,27.0,1
3687,12331,52.0,1
3687,12351,52.0,1






3692,0,37.0,2







3694,13981,42.0,5

3694,13981,42.0,5



3694,13711,42.0,7


3694,13711,42.0,7





3694,13981,42.0,5




3694,13981,42.0,6










3696,14234,47.0,3







3696,0,47.0,5








3698,0,32.0,2










3700,0,57.0,3



3702,0,32.0,4





3704,13928,57.0,1
3704,13271,57.0,1


3704,13928,57.0,5


3704,14586,57.0,1
3705,13087,37.0,1
3705,0,37.0,1



3707,0,37.0,2



3709,18749,57.0,2



3709,17756,57.0,2


3711,18195,32.0,1
3711,0,32.0,1





3712,0,32.0,4



3713,0,16.0,2

3714,0,32.0,1


3715,0,52.0,1



3716,0,47.0,3



3717,11640,37.0,1
3717,11690,37.0,2
3717,11690,37.0,2
3717,11629,37.0,1



3718,0,27.0,8










3719,0,27.0,1




3722,0,52.0,1




3726,0,21.0,1


3727,0,47.0,3







3728,13482,21.0,8







3728,6991,21.0,1
3728,6490,21.0,1


3730,0,42.0,1

3731,14015,57.0,1
3731,13923,57.0,7





3731,13923,57.0,7






3733,0,27.0,1



3734,14236,27.0,2
3734,14236,27.0,2
3734,17313,27.0,1
3735,13909,32.0,1
3735,0,32.0,1

3736,0,32.0,4






3739,12677,32.0,1
3739,12581,32.0,1


3741,12568,42.0,3

3741,12568,42.0,3
3741,12110,42.0,2


3741,12568,42.0,2



3742,0,21.0,1







3745,16913,21.0,3




3745,0,21.0,1




3748,12614,47.0,3

3748,0,47.0,1



3749,0,52.0,1
3750,12099,32.0,1
3750,0,32.0,1


3753,17815,52.0,1
3753,22419,52.0,1


3755,0,21.0,1

3756,0,32.0,1



3757,0,52.0,4






3758,0,27.0,1



3761,0,32.0,2


3762,16878,47.0,1
3762,19475,47.0,1







3763,13098,37.0,2

3763,13930,37.0,2

3763,13684,37.0,3






3764,0,52.0,4








3765,0,42.0,3





3768,0,57.0,2



3769,11712,47.0,1
3769,12301,47.0,2

3769,12054,47.0,2

3770,0,42.0,1
3770,13730,42.0,1
3771,0,42.0,2




3773,0,32.0,3















3774,18127,47.0,6






3774,9637,47.0,9
3774,9637,47.0,9





3775,0,52.0,3











3779,14856,21.0,1
3779,14347,21.0,1




















3796,0,57.0,2

3797,17384,52.0,1
3797,15323,52.0,1



3799,0,57.0,1
3800,15283,32.0,1
3800,21101,32.0,1

3802,0,37.0,2


3804,0,32.0,2







3811,-1,42.0,2

3811,13651,42.0,2





3812,0,37.0,3





3814,0,27.0,2


3816,0,21.0,3



3817,16283,27.0,2
3817,16283,27.0,2
3818,0,32.0,2




3820,13051,47.0,1

3820,13051,47.0,2


3820,13051,47.0,4

3820,0,47.0,3













3825,16128,37.0,5










3829,17532,37.0,1
3829,16045,37.0,3






3830,16537,47.0,3

3830,0,47.0,2


3832,14828,37.0,1
3832,14828,37.0,2

3832,14828,37.0,1
3832,0,37.0,2




3833,0,27.0,1

3834,11281,37.0,3


3834,5640,37.0,4










3841,13816,37.0,2


3841,14786,37.0,3



3842,0,37.0,2
3842,0,37.0,2











3843,0,42.0,6




3843,0,42.0,6






3843,14370,42.0,7










3845,0,42.0,3
3845,0,42.0,3

3846,0,37.0,2



3848,0,37.0,4



3849,13937,32.0,1
3849,14243,32.0,1
3850,0,21.0,1

3851,13717,57.0,1
3851,14566,57.0,2







3854,0,21.0,2





3855,0,42.0,3

3855,0,42.0,3








3860,0,42.0,2








3864,13895,32.0,3


3864,13290,32.0,3


3865,14725,57.0,2

3865,14041,57.0,1





3867,13333,57.0,4



3867,13049,57.0,7


3867,13049,57.0,7


3867,13445,57.0,5















3870,13646,47.0,2
3870,13646,47.0,2
3870,13646,47.0,2
3870,13646,47.0,2
3870,13763,47.0,6

3870,13763,47.0,6



3870,13476,47.0,2
3870,13476,47.0,2

3871,0,47.0,1



3874,0,47.0,2









3879,15968,21.0,2


3879,15968,21.0,7



3879,15968,21.0,7

3879,0,21.0,2



3880,16759,52.0,1


3882,13828,42.0,2



3882,13441,42.0,4


3882,13441,42.0,4


3883,16331,47.0,1

3883,16331,47.0,2
3883,0,47.0,1
